id,split,prompt_style,category,business_function,task_family,template_source,prompt,gold_tier,label_status,reasoning_depth,risk,context_load,tools_or_attachments_implied,governance
"biz-0198","test","business","marketing_content","marketing","content_creation","new","Develop messaging pillars for inventory planning platform across three buyer roles, giving each role a problem, a promise, a proof point, and an objection response.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0199","test","business","documents_summaries","legal_compliance","document_synthesis","new","Reconcile the regulatory consultation, the market report, and the board minutes into an obligation matrix with conflicts, jurisdictional caveats, and questions for counsel.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0200","test","business","it_security_admin","it_security","systems_security","new","Design a least-privilege access model for a procurement manager across GitHub, and state how it would be tested.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0201","test","business","presentations","executive_strategy","presentation_creation","v1","Restructure this 24-slide product presentation into a persuasive 10-slide story for the board, preserving evidence and removing redundant claims.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0202","test","business","marketing_content","marketing","content_creation","new","Build a 12-month launch plan for the board covering channels, owners, and review points.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0203","test","business","sales_customer_support","customer_support","customer_revenue_work","v1","Review 50 support tickets, identify recurring root-cause themes, and propose product and process interventions ranked by likely impact.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0204","development","business","meetings_collaboration","operations","meeting_synthesis","new","Turn this transcript excerpt into five bullets covering decisions, owners, and dates, and mark any owner who was not explicitly named.","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0205","test","business","product_design","product","product_definition","v1","Design an onboarding experiment for inventory planning platform that can distinguish comprehension problems from missing product value.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0206","test","business","market_competitive_research","research_insights","research_analysis","v1","Create a market-entry brief for North America covering buyer structure, regulation, channels, incumbent responses, and the cheapest experiments that could invalidate the thesis.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0207","development","business","software_engineering","engineering","software_delivery","v1","Trace a production data-corruption bug across a distributed Kubernetes on AWS system using partial logs, retries, asynchronous consumers, and a recent schema migration. Identify the most plausible causal chain and safe recovery plan.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0208","test","business","email_communication","sales","communication_drafting","v1","Write three subject-line options for an email inviting a skeptical CFO to a 30-minute product demo.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0209","test","business","presentations","executive_strategy","presentation_creation","v1","Restructure this 24-slide product presentation into a persuasive 10-slide story for the executive team, preserving evidence and removing redundant claims.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0210","test","business","meetings_collaboration","people_hr","meeting_synthesis","v1","Summarize these meeting notes into decisions, action items, owners, and due dates. Do not invent missing owners: “Pricing stays unchanged. Maya will update the FAQ by Thursday. API launch moved to June. Need someone to confirm training dates.”","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0211","development","business","data_spreadsheets","analytics","data_analysis","v1","Translate this manual monthly reporting process into a reproducible SQL-and-spreadsheet workflow with validation steps and ownership.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0212","development","business","marketing_content","marketing","content_creation","v1","Create a month-long content calendar across blog, email, and LinkedIn for one campaign theme and two buyer personas.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0213","test","business","marketing_content","marketing","content_creation","v1","Create a content strategy for a small manufacturing company with a six-person marketing team, a limited paid budget, and a goal of qualified pipeline rather than traffic.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
